#
#
# US Geological Survey
# retrieved: 2023-11-20 15:48:54 EST
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  coord_datum_cd  -- Latitude-longitude datum
#
#
# query started 2023-11-20 15:48:54 EST
#
# there are 1968 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	coord_datum_cd
MO005	402709095042201	T65N R37W 09 12385	GW	40.45238889	-95.07288890	S	NAD83
MO005	402710095042701	T65N R37W 09 12377	GW	40.45276944	-95.07413890	S	NAD83
USGS	402730094570001	T65N R36W 10BBC1	GW	40.45832388	-94.95025090	M	NAD27
USGS	402736095575701	  6N 13E28BD  1	GW-TH	40.46000070	-95.96611420	S	NAD27
USGS	402833095372501	T65N R42W 03BDD1	GW	40.47583530	-95.62387830	S	NAD27
USGS	402835095382701	T65N R42W 04DBB1	GW	40.47639086	-95.64110130	S	NAD27
USGS	402845095553201	6N 13E 23BA  01	GW	40.47928330	-95.92553890	U	NAD83
USGS	402846095582101	  6N 13E20AAAB1	GW	40.47944514	-95.97278140	F	NAD27
USGS	402846096000001	6N 13E 19AB  01	GW	40.47936110	-95.99988890	U	NAD83
USGS	402848095354501	T65N R41W 01BBC1	GW	40.48000200	-95.59609930	S	NAD27
USGS	402848095593501	  6N 13E18DDCC1	GW	40.48000058	-95.99333780	S	NAD27
USGS	402927095015201	T66N R37W 36AAA1	GW	40.49082480	-95.03136390	S	NAD27
USGS	402935095443801	  6N 15E16BBBC1	GW	40.49305749	-95.74416170	F	NAD27
USGS	402955095431701	  6N 15E10CBDD1	GW	40.49861308	-95.72166080	F	NAD27
USGS	402955095555101	  6N 13E11CBBC1	GW	40.49861206	-95.93111340	F	NAD27
USGS	403005095574101	6N 13E 9DB  01	GW	40.50136944	-95.96150000	U	NAD83
USGS	403017095561101	  6N 13E10AA  1	GW	40.50472318	-95.93666930	F	NAD27
USGS	403018095571601	  6N 13E 9ADAA1	GW	40.50500086	-95.95472550	F	NAD27
USGS	403019095434901	  6N 15E 9AO  1	GW	40.50527970	-95.73055020	F	NAD27
USGS	403020095374701	T66N R42W 26ACC1	GW	40.50555765	-95.62999000	S	NAD27
USGS	403031095073301	T66N R37W 19DDD1	GW	40.50860440	-95.12608780	S	NAD27
USGS	403034095401001	T66N R42W 28BDB1	GW	40.50944645	-95.66971420	S	NAD27
USGS	403045095024501	T66N R37W 24DC	GW	40.51249170	-95.04608660	M	NAD27
USGS	403045095442301	  6N 15E 4CO  1	GW	40.51250188	-95.73999520	F	NAD27
USGS	403052095573001	6N 13E 4DA  01	GW	40.51454444	-95.95835560	U	NAD83
USGS	403055095422901	Missouri River at Kansas Chute Downstream, Nebr.	ST	40.51530278	-95.70831110	H	NAD83
USGS	403056095580501	  6N 13E 4CBAA1	GW	40.51555640	-95.96833720	F	NAD27
USGS	403100095071501	T66N R37W 20BD	GW	40.51665985	-95.12108790	M	NAD27
USGS	403108094564101	078N36W36BBBB 16910 1964	GW	40.51887910	-94.94497340	F	NAD27
USGS	403123095403101	  6N 15E 1BAA 1	GW	40.52305747	-95.67554800	F	NAD27
USGS	403124095404301	T06N R15E 01BAA	GW	40.52333520	-95.67888150	F	NAD27
USGS	403125095384001	T66N R42W 22AAC1	GW	40.52361306	-95.64471330	F	NAD27
USGS	403126095435301	Missouri River at Kansas Chute Upstream, Nebr.	ST	40.52399444	-95.73162220	H	NAD83
USGS	403130095043001	T66N R38W 19AA	GW	40.52166220	-95.24081220	M	NAD27
USGS	403130095070001	T66N R37W 20ABA1	GW	40.52499307	-95.11692140	M	NAD27
USGS	403130095183001	T66N R39W 15CDC1	GW	40.52499720	-95.30859150	M	NAD27
USGS	403134095431101	Kansas Chute Downstream, Nebr.	ST	40.51697778	-95.70979720	F	NAD83
USGS	403135095382701	T66N R42W 22AAA1	GW	40.52639080	-95.64110210	S	NAD27
USGS	403135095431201	Kansas Chute Upstream, Nebr.	ST	40.52197220	-95.72379720	S	NAD83
USGS	403136094524401	T66N R35W 17ADD1	GW	40.52665625	-94.87913850	S	NAD27
USGS	403136094524402	T66N R35W 17ADD - 1008	LK	40.52665625	-94.87913850	S	NAD27
USGS	403137095350001	T66N R41W 17CCC1	GW	40.52694644	-95.58359960	F	NAD27
USGS	403152094481801	T66N R35W 14AAA1	GW	40.53110010	-94.82191480	S	NAD27
USGS	403210095012001	T66N R36W 07CDD1	GW	40.53610226	-95.02247560	S	NAD27
USGS	403222094481801	T66N R35W 11DAA1	GW	40.53943326	-94.80524790	S	NAD27
USGS	403238094495201	T66N R35W 11ABC1	GW	40.54387790	-94.83135970	S	NAD27
USGS	403249095450001	T66N R43W 29ACA1	GW	40.54694616	-95.75027400	S	NAD27
MO005	403252094504401	T66N R35W 03 11622	GW	40.54777778	-94.84555560	5	NAD83
MO005	403254094504401	T66N R35W 03 10002	GW	40.54833330	-94.84555560	5	NAD83
USGS	403300094493001	T66N R35W 02DD	GW	40.54998895	-94.82524850	M	NAD27
MO005	403300094504401	T66N R35W 03 10001	GW	40.55000000	-94.84555560	5	NAD83
USGS	403301094492301	Hopkins	GW	40.55027778	-94.82313890	5	NAD83
USGS	403305094493101	T66N R35W 02DA	GW	40.55137780	-94.82552630	M	NAD27
MO005	403306094493101	T66N R35W 02 11620	GW	40.55166667	-94.82527780	5	NAD83
USGS	403307096001701	7N 13E 30 BA  01	GW	40.55198330	-96.00478330	U	NAD83
USGS	403321095080901	T66N R37W 06CAD1	GW	40.55582668	-95.13608900	S	NAD27
USGS	403321095080902	T66N R37W 06	GW	40.55582668	-95.13608900	S	NAD27
USGS	403334095381201	T66N R42W 02CCD1	GW	40.55944615	-95.63693600	S	NAD27
USGS	403342095103701	T66N R38W 02BDB1	GW	40.56166080	-95.17720100	M	NAD27
USGS	403343095443301	T66N R43W 02DAC1	GW	40.56194609	-95.74277390	S	NAD27
USGS	403402095415401	T66N R42W 06ADD1	GW	40.56722386	-95.69860550	S	NAD27
USGS	403415095450401	DOH PROJECT WELL 51	GW	40.57083490	-95.75138550	S	NAD27
USGS	403415095450402	T66N R43W 02ABB1	GW	40.57083490	-95.75138550	S	NAD27
USGS	403438095462501	Missouri R at Upper Hamburg Chute, NE   Downstream	ST	40.57711110	-95.77369440	5	NAD83
USGS	403444095011301	067N36W31BABA 36525 1967Braddyville East	GW	40.57887986	-95.02053180	U	NAD27
USGS	403445095011501	067N36W31BAAA 36524 1967Braddyville West	GW	40.57915765	-95.02108740	U	NAD27
USGS	403446095010701	067N36W30DCCC 28125 1987IGS & USGS SW-64	GW	40.57943530	-95.01636510	F	NAD27
USGS	403455095462401	Upper Hamburg Chute Outlet, Nebr.	ST	40.58205556	-95.77344440	S	NAD83
USGS	403457095132301	067N38W29DDC  34670 1972Blanchard 2	GW	40.58249498	-95.22331340	U	NAD27
USGS	403459095393301	DOH PROJECT WELL 50	GW	40.58305709	-95.65943740	S	NAD27
USGS	403500095375401	T67N R42W 35BAB1	GW	40.58333487	-95.63193630	S	NAD27
USGS	403500095393201	T67N R42W 33AAA1	GW	40.58333487	-95.65915970	T	NAD27
USGS	403500095414801	T67N R42W 32BBB1	GW	40.58333487	-95.69693900	T	NAD27
USGS	403502095440801	T67N R43W 35AAA1	GW	40.58333488	-95.73582950	T	NAD27
USGS	403505094464601	067N34W29BCB            East Fk 102 Riv at Bedford	ST	40.58471050	-94.77969220	U	NAD27
USGS	403508095455501	Missouri R at Upper Hamburg Chute, NE   Midpoint2	ST	40.58550000	-95.76516670	5	NAD83
USGS	403514095393101	Missouri River Overflow at I-29 near Hamburg, IA	ST	40.58722220	-95.65861110	S	NAD83
USGS	403543095042701	067N37W22DCD        1946	GW	40.59526976	-95.07442200	U	NAD27
USGS	403547095450101	Missouri R at Upper Hamburg Chute, NE   Midpoint1	ST	40.59636110	-95.75027780	5	NAD83
USGS	403550095375201	067N42W26BAD        1946	GW	40.59722366	-95.63138100	U	NAD27
USGS	403558095393901	067N42W28AAAB 40105 1982Hamburg 6	GW	40.59944588	-95.66110450	U	NAD27
USGS	403602095400201	067N42W21DCC        1995FRE3E51	GW	40.60055698	-95.66749370	S	NAD27
USGS	403602095411501	067N42W29BAA        1995FRE3D51	GW	40.60055699	-95.68777230	S	NAD27
USGS	403602095425801	067N43W25AAA        1995FRE3C42	GW	40.60055700	-95.71638460	S	NAD27
USGS	403603095373401	067N42W23DCD        1948	GW	40.60083470	-95.62638090	U	NAD27
USGS	403603095384301	067N42W22DCDA           Nishnabotna River	ST	40.60083475	-95.64554830	U	NAD27
USGS	403604095394401	067N42W21DDCA 40104 1973Hamburg 5	GW	40.60111250	-95.66249350	U	NAD27
USGS	403604095440701	067N43W23DDD        1995FRE3B40	GW	40.60111257	-95.73555200	S	NAD27
USGS	403605095443601	067N43W23DCC        1995FRE3A46	GW	40.60139035	-95.74360800	S	NAD27
USGS	403620095475901	  7N 14E 1DCBD1	GW	40.60555700	-95.79999890	F	NAD27
USGS	403623095454801	Upper Hamburg Chute Inlet2, Nebr.	ST	40.60637778	-95.76346390	S	NAD83
USGS	403657095072701	067N37W18DAAD 38189 1971College Springs 3	GW	40.61582620	-95.12442340	F	NAD27
USGS	403701095460001	Upper Hamburg Chute Inlet, Nebr.	ST	40.61680556	-95.76652780	5	NAD83
USGS	403711095070401	067N37W17BDAB 38187 1968College Springs 1	GW	40.61971498	-95.11803450	F	NAD27
USGS	403712095460601	Missouri R at Upper Hamburg Chute, NE   Upstream	ST	40.62002778	-95.76819440	5	NAD83
USGS	403718095071501	067N37W17BBDB 38188 1968College Springs 2	GW	40.62165948	-95.12109010	F	NAD27
USGS	403729095361501	067N42W13ADB  02606 1946	GW	40.62472340	-95.60443600	U	NAD27
USGS	403745095131701	067N38W08DADD 28118 1987IGS & USGS SW-57	GW	40.62916144	-95.22164780	U	NAD27
USGS	403747095272401	067N40W08DCCA 00120 1940	GW	40.62972228	-95.45693100	F	NAD27
USGS	403854095133901	067N38W05ACAC 00066 1934Coin	GW	40.64832816	-95.22775950	F	NAD27
USGS	403906095015001	067N37W01AAAA 41775 1984Shambaugh 3	GW	40.65165759	-95.03081110	U	NAD27
USGS	403906095015101	067N37W01AAAA 41774 1973Shambaugh 2	GW	40.65165760	-95.03108890	U	NAD27
USGS	403910095132001	067N38W05BAAC 00113 1935Coin 1	GW	40.65277248	-95.22248170	T	NAD27
USGS	403912095134501	067N38W05BAAC 38170 1955Coin North	GW	40.65332818	-95.22942630	U	NAD27
USGS	403931095133801	068N38W32DBD  00067 1934Coin	GW	40.65860590	-95.22748190	F	NAD27
USGS	404010095485601	MO.12.REGIONAL MISSOURI R POST FLOOD SOIL SAMPLE	LA-SH	40.66944589	-95.81583370	S	NAD27
USGS	404010095485602	MO.12.REGIONAL.PRE	ST	40.66944589	-95.81583370	S	NAD27
USGS	404035095495801	068N44W25DDB        1995FRE2B43	GW	40.67639040	-95.83305660	S	NAD27
USGS	404035095500401	068N44W25DCA        1995FRE2A49	GW	40.67639040	-95.83472330	S	NAD27
USGS	404044095015201	068N37W25AAAC 00017 1934	GW	40.67887970	-95.03136720	F	NAD27
USGS	404044095412301	068N42W29CAC        1930Waubonsie State Park	GW	40.67888987	-95.68999610	U	NAD27
USGS	404113095360001	Raingage at West Nishnabotna River nr Riverton, IA	AT	40.68713889	-95.60022220	1	NAD83
USGS	404116095431001	068N43W25ABA        1995FRE2E51	GW	40.68777878	-95.71971960	S	NAD27
USGS	404120095444001	068N43W23CDD        1995FRE2D48	GW	40.68888995	-95.74472060	S	NAD27
USGS	404123095491101	068N43W19CDD        1995FRE2B51	GW	40.68972367	-95.82000080	S	NAD27
USGS	404124095472801	068N43W20DDD        1995FRE2C51	GW	40.69000129	-95.79138880	S	NAD27
USGS	404135095500701	068N44W24DBC        1995FRE2A51	GW	40.69305709	-95.83555690	S	NAD27
USGS	404140095334501	Raingage at East Nishnabotna River at Riverton, IA	AT	40.69461110	-95.56258330	1	NAD83
USGS	404159095304501	068N41W23ABAC 01386 1941	GW	40.69972259	-95.51276770	F	NAD27
USGS	404200094510901	068N35W15BCDD 28123 1987IGS & USGS SW-62	GW	40.69998847	-94.85275140	U	NAD27
USGS	404211095310701	068N41W14CACC 41676 1973Riverton 1	GW	40.70305590	-95.51887910	F	NAD27
USGS	404216095545601	  9N 13E35AD  1	GW	40.70444649	-95.91583740	F	NAD27
USGS	404224095310601	068N41W14CABC 41677 1973Riverton 2	GW	40.70666698	-95.51860140	U	NAD27
USGS	404257095150801	068N38W07CCAA       1934	GW	40.71582840	-95.25248390	F	NAD27
USGS	404304095393401	068N42W09DDC        1942	GW	40.71777840	-95.65971800	U	NAD27
USGS	404315095285801	068N40W07CBBD 39764 1955Farragut 2	GW	40.72083309	-95.48304520	S	NAD27
USGS	404327095284801	068N40W07BCAA 39766 1980Farragut 79-2 North	GW	40.72416630	-95.48026740	S	NAD27
USGS	404331095285501	068N40W07CACD 39765 1980Farragut 79-1 Park	GW	40.71833300	-95.47887830	U	NAD27
USGS	404334095563901	  9N 13E22CD  1	GW	40.72611348	-95.94444970	F	NAD27
USGS	404416095372201	069N42W36AC   18910 1966	GW	40.73777817	-95.62305040	T	NAD27
IA021	404420095362001	69N41W31BDA 42454 1918	GW	40.73888889	-95.60555560	S	NAD83
IA021	404420095362002	69N41W31BDA 42455 1918	GW	40.73888889	-95.60555560	S	NAD83
IA021	404420095362003	69N41W31BDA 42453 1918	GW	40.73888889	-95.60555560	S	NAD83
IA021	404429095363201	69N41W31BAB 42457 1937	GW	40.74138889	-95.60888890	S	NAD83
USGS	404432095361701	069N41W31BAAA       1981Sidney 6	GW	40.74222250	-95.60499430	U	NAD27
USGS	404435095264301	069N40W28DDCD       1956Shenandoah 18	GW	40.74305436	-95.44554480	F	NAD27
USGS	404436095265401	069N40W28DCDC       1956Shenandoah 19	GW	40.74333219	-95.44860050	F	NAD27
USGS	404501094444901	069N34W27ACBC       1970Gravity 3	GW	40.75026479	-94.74719320	F	NAD27
USGS	404501095245601	069N40W26BDCD 42432 1975Shenandoah 26	GW	40.75027590	-95.41582200	U	NAD27
USGS	404506095243601	069N40W26ACDB       1975Shenandoah 25	GW	40.75166470	-95.41026640	U	NAD27
IA021	404510095241701	69N40W26ADA 42434 1987	GW	40.75277778	-95.40472220	S	NAD83
USGS	404512095243601	069N40W26ACAB 42430 1975Shenandoah 24	GW	40.75333135	-95.41026650	U	NAD27
IA021	404517095241701	69N40W26AAD 42433 1987	GW	40.75472220	-95.40472220	S	NAD83
USGS	404517095245301	069N40W26BADB 42427 1972Shenandoah 21	GW	40.75472030	-95.41498890	T	NAD27
USGS	404520095250501	069N40W26BBAA 42428 1975Shenandoah 22	GW	40.75555370	-95.41832230	F	NAD27
USGS	404521095235801	069N40W26BACB 42431 1975Shenandoah 25	GW	40.75583110	-95.39971070	U	NAD27
USGS	404525095245501	069N40W26BABA 42429 1975Shenandoah 23	GW	40.75694250	-95.41554450	F	NAD27
IA021	404528095241701	69N40W23DDD 63983 2007	GW	40.75777778	-95.40472220	S	NAD83
IA021	404530095020601	69N36W19CDD 74124 2011	GW	40.75833330	-95.03500000	S	NAD83
USGS	404531095020501	069N36W19CD         1943Clarinda State Hospital	GW	40.75860177	-95.03497990	U	NAD27
USGS	404531095020502	069N36W19CD             Clarinda State Hospital 2	GW	40.75860177	-95.03497990	U	NAD27
IA021	404532095021001	69N36W19CDB 73364	GW	40.75888889	-95.03611110	5	NAD83
IA021	404533095021601	69N36W19CCA 42759 1995	GW	40.75916667	-95.03777780	S	NAD83
USGS	404559095225601	069N39W19BC   00628 1937Shenandoah 24	GW	40.76638626	-95.38248840	U	NAD27
USGS	404608095224601	069N39W19BDBB 00619 1937Shenandoah 21	GW	40.76888619	-95.37971060	F	NAD27
USGS	404615095225701	069N39W19BABB 42416 1920Shenandoah 3	GW	40.77083068	-95.38276630	F	NAD27
USGS	404619095224801	069N39W19BABB 30939 1931Shenandoah Test 2	GW-TH	40.77194170	-95.38026630	F	NAD27
USGS	404620095212001	069N39W17DCCC 00555 1948Shenandoah 15	GW	40.77221900	-95.35582120	F	NAD27
USGS	404622095470201	069N43W16DDD        1995FRE1D51	GW	40.77277870	-95.78416780	S	NAD27
USGS	404622095481601	069N43W20AAA        1995FRE1C51	GW	40.77277890	-95.80472390	S	NAD27
USGS	404625095452401	069N43W23BAA        1995FRE1E51	GW	40.77361186	-95.75694470	S	NAD27
USGS	404629095500501	069N43W18CDB        1995FRET1A47 IADRN-7	GW	40.77472356	-95.83500270	S	NAD27
USGS	404633095212601	069N39W17CADD 00547 1948Shenandoah 14	GW	40.77583015	-95.35748800	F	NAD27
USGS	404634095494801	069N43W18DCB        1995FRE1B50	GW	40.77611240	-95.83028030	S	NAD27
USGS	404634095495501	069N43W18DBC        1995FRE1A50	GW	40.77611240	-95.83222480	S	NAD27
USGS	404635095224901	069N39W18CDBB 42424 1954Shenandoah 17	GW	40.77638615	-95.38054420	U	NAD27
USGS	404635095492101	069N43W18DAD        1995FRE1B51	GW	40.77639010	-95.82278010	S	NAD27
USGS	404650094551002	069N35W18BA   01319 1941	GW	40.78054450	-94.91969910	T	NAD27
USGS	404650095214701	069N39W17BCDC 00540 1937Shenandoah 13	GW	40.78055245	-95.36332160	F	NAD27
USGS	404650095224601	069N39W18BDCC 00564 1937Shenandoah 17	GW	40.78055276	-95.37971090	F	NAD27
USGS	404655095225001	069N39W18BCAA 00593 1937Shenandoah 20	GW	40.78194166	-95.38082210	U	NAD27
USGS	404704095523501	 10N 14E31DDDC1	GW	40.78444600	-95.87667080	F	NAD27
USGS	404712095300701	069N40W12DDDD 00536 1937Shenandoah 12	GW	40.78666615	-95.50221410	U	NAD27
USGS	404712095300711	069N40W24AABA 42419 1946Shenandoah 12	GW	40.78666615	-95.50221410	U	NAD27
USGS	404719095295801	069N41W12DDD        1948	GW	40.78861056	-95.49971410	U	NAD27
USGS	404738095225801	069N39W07CBAC 00529 1937Shenandoah 9	GW	40.79388606	-95.38304470	F	NAD27
USGS	404741095215201	069N39W08BCCC 00601 1937Shenandoah 19	GW	40.79471900	-95.36471100	F	NAD27
USGS	404800095105601	069N38W11ABAB 28117 1987IGS & USGS SW-56	GW	40.79999330	-95.18248440	U	NAD27
USGS	404807095222901	069N39W06CDDD 00603 1937Shenandoah 18	GW	40.80194140	-95.37498920	F	NAD27
USGS	404835095445301	069N43W02ADDB 17957 1965	GW	40.80972275	-95.74833410	F	NAD27
USGS	404835095553001	 10N 13E26BA  1	GW	40.80972380	-95.92528390	F	NAD27
USGS	404835095553002	 10N 13E26BA  2	GW	40.80972380	-95.92528390	F	NAD27
USGS	404855095020101	070N37W31CDA  02049 1945	GW	40.81526827	-95.03387000	F	NAD27
USGS	404913095570301	 10N 13E21DAAB1	ST	40.82027936	-95.95111830	F	NAD27
USGS	404913095570302	 10N 13E21DAAB2	ST	40.82027936	-95.95111830	F	NAD27
USGS	404915095581001	 10N 13E20ADDD1	ST	40.82083500	-95.96972990	F	NAD27
USGS	404917095565901	 10N 13E22BCCC1	ST	40.82139045	-95.95000710	F	NAD27
USGS	404918095454801	070N43W35CBBA       1973	GW	40.82166720	-95.76361260	U	NAD27
USGS	404937095592001	 10N 13E19AAAB1	ST	40.82694610	-95.98917500	F	NAD27
USGS	404946095344801	070N41W32AABB 27839 1986IGS & USGS SW-38A(U)	GW	40.82944396	-95.58027350	U	NAD27
USGS	404946095344802	070N41W32AABB 27839 1986IGS & USGS SW-38B(L)	GW	40.82944396	-95.58027350	U	NAD27
USGS	404946095344901	070N41W32AABB 27840 1986IGS & USGS SW-39A(U)	GW	40.82944396	-95.58055130	U	NAD27
USGS	404946095344902	070N41W32AABB 27840 1986IGS & USGS SW-39B(L)	GW	40.82944396	-95.58055130	U	NAD27
IA021	404956095185501	70N39W27DCA 52260 1997	GW	40.83222220	-95.31527780	S	NAD83
USGS	404957095183501	070N39W27           1982Essex 5	GW	40.83249550	-95.30998840	U	NAD27
USGS	404958095175601	070N39W26CADD       1954Essex 3	GW	40.83277308	-95.29915480	S	NAD27
USGS	405006095175601	070N39W26CAAD       1968Essex 4	GW	40.83499529	-95.29915490	S	NAD27
USGS	405104095473201	070N43W21DBB  16967 1964Forney Lake Test 2	GW	40.85111160	-95.79250300	F	NAD27
USGS	405108095462401	070N43W22ACC  16966 1964Forney Lake Test 1	GW	40.85222266	-95.77361360	F	NAD27
USGS	405210094565101	070N36W14AAB  00746 1938	GW	40.86943350	-94.94775730	F	NAD27
USGS	405210095140101	070N38W17AAD        1942	GW	40.86943830	-95.23387640	U	NAD27
USGS	405212095424201	070N42W18AAC  01723 1941	GW	40.87000000	-95.71194540	F	NAD27
USGS	405225095334901	070N41W16ABBA       1968Randolph (4) 2	GW	40.87361018	-95.56388520	U	NAD27
USGS	405225095335001	070N41W09DCCD 41624 1966Randolph 3	GW	40.87361018	-95.56416300	U	NAD27
USGS	405310095465801	 11N 14E27DCCC1	GW	40.88611138	-95.78305900	S	NAD27
USGS	405349095491501	 11N 14E27ABDD1	GW	40.89694470	-95.82111600	F	NAD27
USGS	405350095081701	070N37W06AADD 28054 1987IGS & USGS SW-55	GW	40.89721430	-95.13831900	U	NAD27
USGS	405353095491301	 11N 14E27ABDB1	GW	40.89805580	-95.82056040	F	NAD27
USGS	405354095411401	070N42W04BCB  01971 1945Tabor	GW	40.89833305	-95.68750090	U	NAD27
USGS	405354095411402	070N42W04BCBA       1966Tabor 1	GW	40.89833305	-95.68750090	U	NAD27
USGS	405354095411403	070N42W04BCBA 21235 1968Tabor 2 East	GW	40.89833305	-95.68750090	U	NAD27
USGS	405403095004401	071N36W32DDDD 28216 1987IGS & USGS SW-65	GW	40.90082310	-95.00526000	U	NAD27
USGS	405450095105901	071N38W35ABB  02059 1945	GW	40.91388166	-95.18332070	F	NAD27
USGS	405501095155701	Cogburn-Eggleston	GW	40.91693860	-95.26610080	S	NAD27
USGS	405504095155401	Coburg-Gray	GW	40.91777190	-95.26526740	S	NAD27
USGS	405542094591301	071N36W21DDD  02140 1945Villisca Kelley	GW	40.92832280	-94.98720440	F	NAD27
USGS	405558094592501	071N36W21DCAA 42699 1954Villisca 4	GW	40.93276728	-94.99053800	S	NAD27
USGS	405559094591501	071N36W21DDAB 43001 1974Villisca 7	GW	40.93304500	-94.98776010	U	NAD27
IA021	405612094592101	71N36W21DAB 56361 2002	GW	40.93666667	-94.98916670	S	NAD83
USGS	405631094560801	071N35W20AACA 41049 1968Nodaway (68-1) 1	GW	40.94221040	-94.89497900	U	NAD27
USGS	405631094560802	071N35W20AACA 26418 1978Nodaway 3	GW	40.94221040	-94.89497900	U	NAD27
USGS	405632094534401	071N35W20AACA 64077 1990Nodaway 4	GW	40.94221040	-94.89581230	F	NAD27
USGS	405635094560601	071N35W20AABD 41100 1974Nodaway (74-1) 2	GW	40.94304370	-94.89386780	U	NAD27
USGS	405641095365101	071N42W24AAAA 27842 1986IGS & USGS SW-41	GW	40.94472110	-95.61444420	U	NAD27
USGS	405727095586001	 11N 13E 5BBA 1	GW-TH	40.95805510	-95.98473320	S	NAD27
USGS	405731094480801	071N34W07DCCD 28208 1987IGS & USGS SW-72	GW	40.95859800	-94.80247560	U	NAD27
USGS	405738095354101	071N41W07DDD  10972 1959	GW	40.96055418	-95.59499960	F	NAD27
USGS	405813095433201	071N42W07BBCD 27841 1986IGS & USGS SW-40	GW	40.97027740	-95.72583700	U	NAD27
USGS	405841095012701	071N36W06DADA	GW	40.97804548	-95.02442890	F	NAD27
USGS	405841095012702	071N36W06DADA 30455 1989IGS & USGS VL-1	GW	40.97832324	-95.02387340	S	NAD27
USGS	405850094561001	071N36W01BDCD 28210 1987IGS & USGS SW-73	GW	40.98054420	-94.93637020	U	NAD27
USGS	405850095061701	071N37W04ACD  06207 1953Stanton 1	GW	40.98054675	-95.10498680	F	NAD27
USGS	405855095061201	071N37W04ADBC       1970Stanton 2	GW	40.98193560	-95.10359800	S	NAD27
USGS	405900095300001	072N41W36ADA  05657	GW	40.98333098	-95.50027520	M	NAD27
USGS	405906095141701	071N38W05ABDD 15217 1961	GW	40.98499328	-95.23832410	F	NAD27
USGS	405911095302301	071N41W04AAAA 27836 1986IGS & USGS SW-36(U)	GW	40.98638656	-95.50666430	U	NAD27
USGS	405911095302302	071N41W04AAAA 27836 1986IGS & USGS SW-36B(L)	GW	40.98638656	-95.50666430	U	NAD27
USGS	410007095330501	072N41W27CDCC       1978Malvern 11	GW	41.00194237	-95.55166600	U	NAD27
USGS	410007095331901	072N41W27CCCC       1978Malvern 10	GW	41.00194240	-95.55555500	U	NAD27
IA021	410011095131801	72N38W28DCC 41631 1916	GW	41.00305556	-95.22166670	S	NAD83
USGS	410025095352501	072N41W29CBCA       1956Malvern 4	GW	41.00694267	-95.59055610	U	NAD27
USGS	410025095354701	072N41W30DADB       1963Malvern 8	GW	41.00694270	-95.59666740	U	NAD27
USGS	410029095355201	072N41W30DAB        1963Malvern 7	GW	41.00805380	-95.59805640	U	NAD27
USGS	410030095354701	072N41W30DABC       1933Malvern 1	GW	41.00833160	-95.59666750	U	NAD27
USGS	410031093352901	072N41W29CBBC       1936Malvern 3	GW	41.00860930	-95.59166730	U	NAD27
USGS	410038095080701	072N37W29BCBD 15336 1961	GW	41.01054710	-95.13554400	F	NAD27
USGS	410038095354601	072N41W30ADD        1956Malvern 6	GW	41.01055380	-95.59638970	U	NAD27
USGS	410039095355601	072N41W30ACDB       1941Malvern 3 North	GW	41.01083160	-95.59916760	U	NAD27
USGS	410050095111001	072N38W26BA   01010 1939	GW	41.01388120	-95.18637890	T	NAD27
USGS	410057095075101	072N37W29BABA       1937IACRN-7	GW	41.01582480	-95.13082170	S	NAD27
USGS	410057095075102	072N37W29BABA 1937IACRN-7a	GW	41.01602778	-95.13147220	F	NAD83
USGS	410103095594501	072N36W04CDDD 28206 1987IGS & USGS SW-66	GW	41.05915626	-94.99609630	U	NAD27
USGS	410106095115501	072N38W22DDBC 41632 1921Red Oak 2	GW	41.01832580	-95.19887930	U	NAD27
IA021	410106095115601	72N38W22DDB 41632 1921	GW	41.01833330	-95.19888890	S	NAD83
USGS	410107095300001	072N41W24DAD        1965Hastings 1	GW	41.01860840	-95.50027600	U	NAD27
USGS	410107095465101	072N43W22CC   22280 1969IA Highway Commission	GW	41.01861059	-95.78111740	T	NAD27
USGS	410108095241901	072N40W23DDAC       1959Emerson 3	GW	41.01888466	-95.40555140	U	NAD27
USGS	410109095465101	072N43W22CCA        1971Glenwood 1	GW	41.01916615	-95.78111740	U	NAD27
USGS	410113095242801	072N40W23DACC       1956Emerson 2	GW	41.02027357	-95.40805150	U	NAD27
USGS	410116095114901	072N38W22DDBA 41633 1949Red Oak 3	GW	41.02110356	-95.19721270	U	NAD27
USGS	410116095464101	072N43W22CAC        1972Glenwood 3	GW	41.02111059	-95.77833950	U	NAD27
USGS	410117095465101	072N43W22CBDA       1972Glenwood 2	GW	41.02138836	-95.78111740	U	NAD27
USGS	410118095144001	072N38W29BABB 41635 1937Red Oak West	GW	41.02165980	-95.24471400	U	NAD27
USGS	410134095141601	072N38W20ACAA 27835 1986IGS & USGS SW-35(U)	GW	41.02610410	-95.23804730	U	NAD27
USGS	410134095141602	072N38W20ACAA 27835 1986IGS & USGS SW-35B(L)	GW	41.02610410	-95.23804730	U	NAD27
USGS	410138095451801	072N43W23BDAA 05056 1951	GW-TH	41.02722170	-95.75528340	F	NAD27
